msa_id	split	relative_path	tree_path	num_sequences	alignment_length	source_train_msa_id	source_gap_ratio	source_informative_site_ratio	source_gamma_alpha	model	model_without_alpha	best_model	best_model_base	has_G	has_I	has_F	gap_bucket	base_indel_rate	base_indel_size	indel_rate	indel_size	length_bin	override_applied	override_reason	indel_fallback_note	tree_bucket	source_total_tree_length	target_total_tree_length	tree_scale	indels
pandit_like_008841	synthetic_pandit_like	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/msas/pandit_like_008841.fa	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/metadata/pandit_like_008841/tree/pandit_like_008841.nwk	7	59	7691	0.0145278450363	0.338983050847	1.385	LG+G4{1.385}	LG+G4		LG	True	False	False	low-gap	0.0035	GEO{2},GEO{2}	0.0025	GEO{2},GEO{2}	50_99	yes	length_bin:50_99	guard_len_le_80	source-row-tree	3.6077281024	3.6077281024	0.851460736791	0.0025,0.0025
pandit_like_008842	synthetic_pandit_like	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/msas/pandit_like_008842.fa	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/metadata/pandit_like_008842/tree/pandit_like_008842.nwk	7	95	3099	0.0315789473684	0.378947368421	1.1303	LG+G4{1.1303}	LG+G4		LG	True	False	False	low-gap	0.0035	GEO{2},GEO{2}	0.0025	GEO{2},GEO{2}	50_99	yes	length_bin:50_99	planned	source-row-tree	4.5865155527	4.5865155527	17.4560102714	0.0025,0.0025
pandit_like_008852	synthetic_pandit_like	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/msas/pandit_like_008852.fa	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/metadata/pandit_like_008852/tree/pandit_like_008852.nwk	7	684	5357	0.233082706767	0.345029239766		WAG+F	WAG+F		WAG	False	False	True	high-gap	0.007	GEO{3},GEO{3}	0.007	GEO{3},GEO{3}	ge300	no	none	planned	source-row-tree	6.4077527708	6.4077527708	0.780404484148	0.007,0.007
pandit_like_008878	synthetic_pandit_like	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/msas/pandit_like_008878.fa	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/metadata/pandit_like_008878/tree/pandit_like_008878.nwk	7	150	4167	0.0380952380952	0.5	0.919	LG+F+G4{0.919}	LG+F+G4		LG	True	False	True	low-gap	0.0035	GEO{2},GEO{2}	0.0035	GEO{2},GEO{2}	100_299	no	none	planned	source-row-tree	4.9034977442	4.9034977442	2.30905823984	0.0035,0.0035
pandit_like_008890	synthetic_pandit_like	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/msas/pandit_like_008890.fa	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/metadata/pandit_like_008890/tree/pandit_like_008890.nwk	7	81	2722	0.010582010582	0.58024691358		LG	LG		LG	False	False	False	low-gap	0.0035	GEO{2},GEO{2}	0.0025	GEO{2},GEO{2}	50_99	yes	length_bin:50_99	planned	source-row-tree	4.8580397631	4.8580397631	1.75974382005	0.0025,0.0025
pandit_like_008892	synthetic_pandit_like	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/msas/pandit_like_008892.fa	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/metadata/pandit_like_008892/tree/pandit_like_008892.nwk	7	222	7516	0.200772200772	0.31981981982	1.2477	LG+F+G4{1.2477}	LG+F+G4		LG	True	False	True	high-gap	0.007	GEO{3},GEO{3}	0.0065	GEO{3},GEO{3}	100_299	yes	length_bin:100_299	planned	source-row-tree	7.6958680216	7.6958680216	3.12573777179	0.0065,0.0065
pandit_like_008895	synthetic_pandit_like	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/msas/pandit_like_008895.fa	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/metadata/pandit_like_008895/tree/pandit_like_008895.nwk	7	318	1658	0.0714285714286	0.506289308176	1.9834	LG+G4{1.9834}	LG+G4		LG	True	False	False	mid-gap	0.006	GEO{2},GEO{2}	0.006	GEO{2},GEO{2}	ge300	no	none	planned	source-row-tree	7.7076030407000005	7.7076030407000005	1.29210394389	0.006,0.006
pandit_like_008921	synthetic_pandit_like	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/msas/pandit_like_008921.fa	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/metadata/pandit_like_008921/tree/pandit_like_008921.nwk	7	96	3970	0.0178571428571	0.40625	1.2578	LG+G4{1.2578}	LG+G4		LG	True	False	False	low-gap	0.0035	GEO{2},GEO{2}	0.0025	GEO{2},GEO{2}	50_99	yes	length_bin:50_99	planned	source-row-tree	6.3861513761	6.3861513761	3.80708790838	0.0025,0.0025
pandit_like_008925	synthetic_pandit_like	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/msas/pandit_like_008925.fa	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/metadata/pandit_like_008925/tree/pandit_like_008925.nwk	7	158	5970	0.00542495479204	0.316455696203	0.9558	JTT+G4{0.9558}	JTT+G4		JTT	True	False	False	low-gap	0.0035	GEO{2},GEO{2}	0.0035	GEO{2},GEO{2}	100_299	no	none	planned	source-row-tree	2.9607153977	2.9607153977	0.385784149623	0.0035,0.0035
pandit_like_008933	synthetic_pandit_like	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/msas/pandit_like_008933.fa	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/metadata/pandit_like_008933/tree/pandit_like_008933.nwk	7	158	5970	0.00542495479204	0.316455696203	0.9558	JTT+G4{0.9558}	JTT+G4		JTT	True	False	False	low-gap	0.0035	GEO{2},GEO{2}	0.0035	GEO{2},GEO{2}	100_299	no	none	planned	source-row-tree	2.9607153977	2.9607153977	0.66506943706	0.0035,0.0035
pandit_like_008937	synthetic_pandit_like	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/msas/pandit_like_008937.fa	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/metadata/pandit_like_008937/tree/pandit_like_008937.nwk	7	53	4537	0.00269541778976	0.358490566038	0.816	WAG+G4{0.816}	WAG+G4		WAG	True	False	False	low-gap	0.0035	GEO{2},GEO{2}	0.0025	GEO{2},GEO{2}	50_99	yes	length_bin:50_99	guard_len_le_80	source-row-tree	2.7855242093	2.7855242093	4.72862175548	0.0025,0.0025
pandit_like_008959	synthetic_pandit_like	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/msas/pandit_like_008959.fa	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/metadata/pandit_like_008959/tree/pandit_like_008959.nwk	7	143	7113	0.124875124875	0.216783216783	0.6522	LG+G4{0.6522}	LG+G4		LG	True	False	False	mid-gap	0.006	GEO{2},GEO{2}	0.006	GEO{2},GEO{2}	100_299	no	none	planned	source-row-tree	8.275561164900001	8.275561164900001	1.76467267731	0.006,0.006
pandit_like_008962	synthetic_pandit_like	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/msas/pandit_like_008962.fa	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/metadata/pandit_like_008962/tree/pandit_like_008962.nwk	7	140	3431	0.167346938776	0.321428571429	1.0103	LG+G4{1.0103}	LG+G4		LG	True	False	False	high-gap	0.007	GEO{3},GEO{3}	0.0065	GEO{3},GEO{3}	100_299	yes	length_bin:100_299	planned	source-row-tree	14.53290957	14.53290957	23.7913871008	0.0065,0.0065
pandit_like_008964	synthetic_pandit_like	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/msas/pandit_like_008964.fa	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/metadata/pandit_like_008964/tree/pandit_like_008964.nwk	7	189	7469	0.0551776266062	0.142857142857	0.7257	LG+G4{0.7257}	LG+G4		LG	True	False	False	low-gap	0.0035	GEO{2},GEO{2}	0.0035	GEO{2},GEO{2}	100_299	no	none	planned	source-row-tree	5.7614336017	5.7614336017	0.465636805599	0.0035,0.0035
pandit_like_008978	synthetic_pandit_like	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/msas/pandit_like_008978.fa	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/metadata/pandit_like_008978/tree/pandit_like_008978.nwk	7	27	2036	0.00529100529101	0.555555555556	14.063	JTT+G4{14.063}	JTT+G4		JTT	True	False	False	low-gap	0.0035	GEO{2},GEO{2}	0.002	GEO{1},GEO{1}	lt50	yes	length_bin:lt50	guard_len_le_30	source-row-tree	4.977774420699999	4.977774420699999	2.12209219086	0.002,0.002
pandit_like_009002	synthetic_pandit_like	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/msas/pandit_like_009002.fa	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/metadata/pandit_like_009002/tree/pandit_like_009002.nwk	7	127	7445	0.0269966254218	0.543307086614	1.4496	LG+G4{1.4496}	LG+G4		LG	True	False	False	low-gap	0.0035	GEO{2},GEO{2}	0.0035	GEO{2},GEO{2}	100_299	no	none	planned	source-row-tree	6.652463571	6.652463571	0.854338914899	0.0035,0.0035
pandit_like_009020	synthetic_pandit_like	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/msas/pandit_like_009020.fa	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/metadata/pandit_like_009020/tree/pandit_like_009020.nwk	7	489	2927	0.239848086474	0.239263803681	0.7842	rtREV+F+G4{0.7842}	rtREV+F+G4		rtREV	True	False	True	high-gap	0.007	GEO{3},GEO{3}	0.007	GEO{3},GEO{3}	ge300	no	none	planned	source-row-tree	16.8711227315	16.8711227315	1.11105588385	0.007,0.007
pandit_like_009022	synthetic_pandit_like	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/msas/pandit_like_009022.fa	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/metadata/pandit_like_009022/tree/pandit_like_009022.nwk	7	103	6842	0.0638002773925	0.291262135922	0.658	rtREV+G4{0.658}	rtREV+G4		rtREV	True	False	False	mid-gap	0.006	GEO{2},GEO{2}	0.006	GEO{2},GEO{2}	100_299	no	none	planned	source-row-tree	3.2802241672	3.2802241672	1.75045291592	0.006,0.006
pandit_like_009037	synthetic_pandit_like	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/msas/pandit_like_009037.fa	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/metadata/pandit_like_009037/tree/pandit_like_009037.nwk	7	134	5043	0.0341151385928	0.455223880597	1.3181	LG+G4{1.3181}	LG+G4		LG	True	False	False	low-gap	0.0035	GEO{2},GEO{2}	0.0035	GEO{2},GEO{2}	100_299	no	none	planned	source-row-tree	9.4450455509	9.4450455509	1.38418701867	0.0035,0.0035
pandit_like_009043	synthetic_pandit_like	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/msas/pandit_like_009043.fa	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/metadata/pandit_like_009043/tree/pandit_like_009043.nwk	7	173	5427	0.047068538398	0.381502890173	1.2845	LG+G4{1.2845}	LG+G4		LG	True	False	False	low-gap	0.0035	GEO{2},GEO{2}	0.0035	GEO{2},GEO{2}	100_299	no	none	planned	source-row-tree	4.4575256601	4.4575256601	0.542992938787	0.0035,0.0035
pandit_like_009051	synthetic_pandit_like	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/msas/pandit_like_009051.fa	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/metadata/pandit_like_009051/tree/pandit_like_009051.nwk	7	639	6421	0.0420299575229	0.48200312989	1.4421	LG+G4{1.4421}	LG+G4		LG	True	False	False	low-gap	0.0035	GEO{2},GEO{2}	0.0035	GEO{2},GEO{2}	ge300	no	none	planned	source-row-tree	3.7646878464	3.7646878464	0.720395551651	0.0035,0.0035
pandit_like_009089	synthetic_pandit_like	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/msas/pandit_like_009089.fa	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/metadata/pandit_like_009089/tree/pandit_like_009089.nwk	7	173	5427	0.047068538398	0.381502890173	1.2845	LG+G4{1.2845}	LG+G4		LG	True	False	False	low-gap	0.0035	GEO{2},GEO{2}	0.0035	GEO{2},GEO{2}	100_299	no	none	planned	source-row-tree	4.4575256601	4.4575256601	0.333632148266	0.0035,0.0035
pandit_like_009094	synthetic_pandit_like	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/msas/pandit_like_009094.fa	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/metadata/pandit_like_009094/tree/pandit_like_009094.nwk	7	833	2529	0.274052478134	0.357743097239		LG	LG		LG	False	False	False	high-gap	0.007	GEO{3},GEO{3}	0.007	GEO{3},GEO{3}	ge300	no	none	planned	source-row-tree	5.5816136432	5.5816136432	2.61402895707	0.007,0.007
pandit_like_009124	synthetic_pandit_like	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/msas/pandit_like_009124.fa	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/metadata/pandit_like_009124/tree/pandit_like_009124.nwk	7	265	4852	0.0366576819407	0.324528301887	0.8868	WAG+G4{0.8868}	WAG+G4		WAG	True	False	False	low-gap	0.0035	GEO{2},GEO{2}	0.0035	GEO{2},GEO{2}	100_299	no	none	planned	source-row-tree	3.0057563369	3.0057563369	0.567869652509	0.0035,0.0035
pandit_like_009125	synthetic_pandit_like	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/msas/pandit_like_009125.fa	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/metadata/pandit_like_009125/tree/pandit_like_009125.nwk	7	114	5186	0.0563909774436	0.350877192982	1.3331	JTT+F+G4{1.3331}	JTT+F+G4		JTT	True	False	True	low-gap	0.0035	GEO{2},GEO{2}	0.0035	GEO{2},GEO{2}	100_299	no	none	planned	source-row-tree	5.7312237523	5.7312237523	0.695952683047	0.0035,0.0035
pandit_like_009130	synthetic_pandit_like	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/msas/pandit_like_009130.fa	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/metadata/pandit_like_009130/tree/pandit_like_009130.nwk	7	204	5789	0.0168067226891	0.323529411765	0.7065	LG+G4{0.7065}	LG+G4		LG	True	False	False	low-gap	0.0035	GEO{2},GEO{2}	0.0035	GEO{2},GEO{2}	100_299	no	none	planned	source-row-tree	5.2546556544000005	5.2546556544000005	0.653672057864	0.0035,0.0035
pandit_like_009131	synthetic_pandit_like	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/msas/pandit_like_009131.fa	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/metadata/pandit_like_009131/tree/pandit_like_009131.nwk	7	1374	4115	0.304845082138	0.197234352256	0.9269	LG+F+G4{0.9269}	LG+F+G4		LG	True	False	True	high-gap	0.007	GEO{3},GEO{3}	0.007	GEO{3},GEO{3}	ge300	no	none	planned	source-row-tree	10.1508487725	10.1508487725	189.662518864	0.007,0.007
pandit_like_009132	synthetic_pandit_like	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/msas/pandit_like_009132.fa	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/metadata/pandit_like_009132/tree/pandit_like_009132.nwk	7	264	4534	0.0135281385281	0.431818181818	2.3485	JTT+G4{2.3485}	JTT+G4		JTT	True	False	False	low-gap	0.0035	GEO{2},GEO{2}	0.0035	GEO{2},GEO{2}	100_299	no	none	planned	source-row-tree	4.0310835288	4.0310835288	0.773766149685	0.0035,0.0035
pandit_like_009144	synthetic_pandit_like	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/msas/pandit_like_009144.fa	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/metadata/pandit_like_009144/tree/pandit_like_009144.nwk	7	282	2843	0.355116514691	0.290780141844	0.8755	LG+F+G4{0.8755}	LG+F+G4		LG	True	False	True	high-gap	0.007	GEO{3},GEO{3}	0.0065	GEO{3},GEO{3}	100_299	yes	length_bin:100_299	planned	source-row-tree	10.659571558	10.659571558	44.5406885223	0.0065,0.0065
pandit_like_009147	synthetic_pandit_like	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/msas/pandit_like_009147.fa	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/metadata/pandit_like_009147/tree/pandit_like_009147.nwk	7	92	4530	0.0807453416149	0.586956521739		JTT+F	JTT+F		JTT	False	False	True	mid-gap	0.006	GEO{2},GEO{2}	0.0045	GEO{2},GEO{2}	50_99	yes	length_bin:50_99	planned	source-row-tree	5.6035432485	5.6035432485	2.34650291709	0.0045,0.0045
pandit_like_009158	synthetic_pandit_like	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/msas/pandit_like_009158.fa	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/metadata/pandit_like_009158/tree/pandit_like_009158.nwk	7	266	1250	0.15574650913	0.330827067669	0.998	LG+G4{0.998}	LG+G4		LG	True	False	False	high-gap	0.007	GEO{3},GEO{3}	0.0065	GEO{3},GEO{3}	100_299	yes	length_bin:100_299	planned	source-row-tree	8.3901884712	8.3901884712	1.43503838527	0.0065,0.0065
pandit_like_009174	synthetic_pandit_like	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/msas/pandit_like_009174.fa	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/metadata/pandit_like_009174/tree/pandit_like_009174.nwk	7	75	963	0.0	0.613333333333		LG	LG		LG	False	False	False	low-gap	0.0035	GEO{2},GEO{2}	0.0025	GEO{2},GEO{2}	50_99	yes	length_bin:50_99	guard_len_le_80	source-row-tree	4.6387979879	4.6387979879	0.912409233755	0.0025,0.0025
pandit_like_009177	synthetic_pandit_like	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/msas/pandit_like_009177.fa	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/metadata/pandit_like_009177/tree/pandit_like_009177.nwk	7	188	6067	0.123860182371	0.308510638298	2.2749	LG+G4{2.2749}	LG+G4		LG	True	False	False	mid-gap	0.006	GEO{2},GEO{2}	0.006	GEO{2},GEO{2}	100_299	no	none	planned	source-row-tree	10.2088056588	10.2088056588	1.16985589528	0.006,0.006
pandit_like_009199	synthetic_pandit_like	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/msas/pandit_like_009199.fa	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/metadata/pandit_like_009199/tree/pandit_like_009199.nwk	7	196	4722	0.0269679300292	0.15306122449	1.3763	LG+G4{1.3763}	LG+G4		LG	True	False	False	low-gap	0.0035	GEO{2},GEO{2}	0.0035	GEO{2},GEO{2}	100_299	no	none	planned	source-row-tree	3.5012761332999998	3.5012761332999998	1.30431649124	0.0035,0.0035
pandit_like_009211	synthetic_pandit_like	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/msas/pandit_like_009211.fa	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/metadata/pandit_like_009211/tree/pandit_like_009211.nwk	7	193	793	0.0118430792006	0.378238341969	1.2313	LG+G4{1.2313}	LG+G4		LG	True	False	False	low-gap	0.0035	GEO{2},GEO{2}	0.0035	GEO{2},GEO{2}	100_299	no	none	planned	source-row-tree	3.1629399367	3.1629399367	0.735739983831	0.0035,0.0035
pandit_like_009212	synthetic_pandit_like	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/msas/pandit_like_009212.fa	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/metadata/pandit_like_009212/tree/pandit_like_009212.nwk	7	155	3721	0.200921658986	0.225806451613	0.9461	LG+G4{0.9461}	LG+G4		LG	True	False	False	high-gap	0.007	GEO{3},GEO{3}	0.0065	GEO{3},GEO{3}	100_299	yes	length_bin:100_299	planned	source-row-tree	9.0364546174	9.0364546174	3.20404006765	0.0065,0.0065
pandit_like_009244	synthetic_pandit_like	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/msas/pandit_like_009244.fa	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/metadata/pandit_like_009244/tree/pandit_like_009244.nwk	7	134	5043	0.0341151385928	0.455223880597	1.3181	LG+G4{1.3181}	LG+G4		LG	True	False	False	low-gap	0.0035	GEO{2},GEO{2}	0.0035	GEO{2},GEO{2}	100_299	no	none	planned	source-row-tree	9.4450455509	9.4450455509	29.6266562175	0.0035,0.0035
pandit_like_009252	synthetic_pandit_like	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/msas/pandit_like_009252.fa	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/metadata/pandit_like_009252/tree/pandit_like_009252.nwk	7	488	6051	0.036299765808	0.217213114754	1.0995	LG+G4{1.0995}	LG+G4		LG	True	False	False	low-gap	0.0035	GEO{2},GEO{2}	0.0035	GEO{2},GEO{2}	ge300	no	none	planned	source-row-tree	3.7717357399	3.7717357399	0.746775534085	0.0035,0.0035
pandit_like_009254	synthetic_pandit_like	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/msas/pandit_like_009254.fa	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/metadata/pandit_like_009254/tree/pandit_like_009254.nwk	7	363	4207	0.22471467926	0.250688705234	1.6883	LG+G4{1.6883}	LG+G4		LG	True	False	False	high-gap	0.007	GEO{3},GEO{3}	0.007	GEO{3},GEO{3}	ge300	no	none	planned	source-row-tree	8.5680120983	8.5680120983	0.801097578643	0.007,0.007
pandit_like_009260	synthetic_pandit_like	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/msas/pandit_like_009260.fa	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/metadata/pandit_like_009260/tree/pandit_like_009260.nwk	7	114	5186	0.0563909774436	0.350877192982	1.3331	JTT+F+G4{1.3331}	JTT+F+G4		JTT	True	False	True	low-gap	0.0035	GEO{2},GEO{2}	0.0035	GEO{2},GEO{2}	100_299	no	none	planned	source-row-tree	5.7312237523	5.7312237523	9.05104822839	0.0035,0.0035
pandit_like_009283	synthetic_pandit_like	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/msas/pandit_like_009283.fa	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/metadata/pandit_like_009283/tree/pandit_like_009283.nwk	7	296	7225	0.114382239382	0.405405405405	1.2007	LG+G4{1.2007}	LG+G4		LG	True	False	False	mid-gap	0.006	GEO{2},GEO{2}	0.006	GEO{2},GEO{2}	100_299	no	none	planned	source-row-tree	6.0842400579	6.0842400579	1.00299167025	0.006,0.006
pandit_like_009286	synthetic_pandit_like	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/msas/pandit_like_009286.fa	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/metadata/pandit_like_009286/tree/pandit_like_009286.nwk	7	151	5848	0.0160832544939	0.311258278146	1.1755	WAG+G4{1.1755}	WAG+G4		WAG	True	False	False	low-gap	0.0035	GEO{2},GEO{2}	0.0035	GEO{2},GEO{2}	100_299	no	none	planned	source-row-tree	6.1964843758	6.1964843758	2.69080805137	0.0035,0.0035
pandit_like_009316	synthetic_pandit_like	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/msas/pandit_like_009316.fa	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/metadata/pandit_like_009316/tree/pandit_like_009316.nwk	7	158	5970	0.00542495479204	0.316455696203	0.9558	JTT+G4{0.9558}	JTT+G4		JTT	True	False	False	low-gap	0.0035	GEO{2},GEO{2}	0.0035	GEO{2},GEO{2}	100_299	no	none	planned	source-row-tree	2.9607153977	2.9607153977	0.428905287161	0.0035,0.0035
pandit_like_009320	synthetic_pandit_like	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/msas/pandit_like_009320.fa	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/metadata/pandit_like_009320/tree/pandit_like_009320.nwk	7	193	793	0.0118430792006	0.378238341969	1.2313	LG+G4{1.2313}	LG+G4		LG	True	False	False	low-gap	0.0035	GEO{2},GEO{2}	0.0035	GEO{2},GEO{2}	100_299	no	none	planned	source-row-tree	3.1629399367	3.1629399367	0.281441700386	0.0035,0.0035
pandit_like_009322	synthetic_pandit_like	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/msas/pandit_like_009322.fa	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/metadata/pandit_like_009322/tree/pandit_like_009322.nwk	7	55	1580	0.0	0.581818181818		WAG	WAG		WAG	False	False	False	low-gap	0.0035	GEO{2},GEO{2}	0.0025	GEO{2},GEO{2}	50_99	yes	length_bin:50_99	guard_len_le_80	source-row-tree	2.8700690201	2.8700690201	22.3234505265	0.0025,0.0025
pandit_like_009332	synthetic_pandit_like	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/msas/pandit_like_009332.fa	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/metadata/pandit_like_009332/tree/pandit_like_009332.nwk	7	135	2179	0.010582010582	0.325925925926	0.9661	JTT+G4{0.9661}	JTT+G4		JTT	True	False	False	low-gap	0.0035	GEO{2},GEO{2}	0.0035	GEO{2},GEO{2}	100_299	no	none	planned	source-row-tree	2.3238875436	2.3238875436	0.49014271683	0.0035,0.0035
pandit_like_009335	synthetic_pandit_like	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/msas/pandit_like_009335.fa	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/metadata/pandit_like_009335/tree/pandit_like_009335.nwk	7	107	5128	0.018691588785	0.327102803738	0.501	mtART+G4{0.501}	mtART+G4		mtART	True	False	False	low-gap	0.0035	GEO{2},GEO{2}	0.0035	GEO{2},GEO{2}	100_299	no	none	planned	source-row-tree	13.8589580532	13.8589580532	20.3118708261	0.0035,0.0035
